x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,y
34,blue-collar,married,middle,no,no,jun,phone,74,1,999,0,1.4,94.465,-41.8,4.962,5228.1,FALSE
26,blue-collar,single,university,yes,no,may,cell,139,2,999,0,-1.8,92.893,-46.2,1.266,5099.1,TRUE
34,admin,single,high,yes,no,may,phone,78,4,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
43,services,married,high,yes,no,aug,phone,329,1,999,0,-2.9,92.201,-31.4,0.883,5076.2,FALSE
30,self-employed,married,professional,no,no,jun,phone,101,2,999,0,1.4,94.465,-41.8,4.967,5228.1,FALSE
47,technician,married,professional,yes,no,jul,cell,352,5,999,0,1.4,93.918,-42.7,4.957,5228.1,FALSE
46,blue-collar,married,professional,yes,no,nov,phone,238,1,999,0,-0.1,93.2,-42,4.286,5195.8,FALSE
31,admin,single,high,unknown,unknown,jul,cell,150,1,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
52,admin,married,university,no,no,aug,cell,79,3,999,0,1.4,93.444,-36.1,4.965,5228.1,FALSE
36,admin,married,university,yes,no,apr,cell,970,1,999,1,-1.8,93.075,-47.1,1.365,5099.1,TRUE
51,technician,married,professional,yes,no,may,cell,8,4,999,0,-1.8,92.893,-46.2,1.354,5099.1,FALSE
32,admin,single,university,no,no,jul,cell,792,1,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
41,blue-collar,married,high,yes,yes,jun,phone,116,3,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
58,blue-collar,married,high,yes,no,aug,phone,4,1,999,0,-1.7,94.027,-38.3,0.888,4991.6,FALSE
29,technician,married,professional,no,no,may,phone,64,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
37,entrepreneur,married,university,no,no,nov,phone,202,2,999,1,-0.1,93.2,-42,4.12,5195.8,FALSE
51,blue-collar,married,primary,yes,no,jun,phone,334,2,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
30,admin,single,university,no,yes,nov,cell,106,3,999,0,-0.1,93.2,-42,4.076,5195.8,FALSE
28,admin,single,university,no,no,aug,cell,225,1,999,2,-2.9,92.201,-31.4,0.883,5076.2,FALSE
42,blue-collar,married,primary,no,no,jul,cell,109,2,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
45,technician,married,high,yes,no,may,phone,78,9,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
23,blue-collar,single,middle,yes,no,may,cell,657,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,TRUE
49,services,divorced,middle,no,no,may,phone,134,2,999,0,1.1,93.994,-36.4,4.858,5191,FALSE
51,management,married,primary,yes,no,jul,cell,47,2,999,0,1.4,93.918,-42.7,4.968,5228.1,FALSE
27,management,single,university,yes,no,may,phone,134,2,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
48,admin,divorced,university,yes,no,nov,cell,96,3,999,1,-0.1,93.2,-42,4.021,5195.8,FALSE
37,admin,single,university,no,no,may,cell,51,4,999,0,-1.8,92.893,-46.2,1.334,5099.1,FALSE
32,management,married,high,no,no,jun,phone,206,1,999,0,1.4,94.465,-41.8,4.864,5228.1,FALSE
42,blue-collar,married,primary,no,no,jul,cell,71,1,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
47,blue-collar,divorced,middle,yes,no,may,phone,567,3,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
27,blue-collar,single,primary,no,no,jul,cell,1508,1,999,0,1.4,93.918,-42.7,4.961,5228.1,TRUE
29,management,single,university,no,no,nov,cell,89,1,999,0,-0.1,93.2,-42,4.12,5195.8,FALSE
32,admin,married,high,yes,no,may,cell,155,2,999,0,-1.8,92.893,-46.2,1.299,5099.1,FALSE
33,self-employed,single,university,no,no,aug,phone,79,4,999,0,1.4,93.444,-36.1,4.965,5228.1,FALSE
32,admin,single,university,no,no,jul,cell,349,1,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
42,self-employed,divorced,university,yes,no,jul,cell,643,3,999,0,1.4,93.918,-42.7,4.96,5228.1,FALSE
27,blue-collar,single,middle,yes,no,may,cell,282,1,999,1,-1.8,92.893,-46.2,1.281,5099.1,FALSE
50,blue-collar,divorced,professional,yes,yes,nov,cell,49,1,999,0,-0.1,93.2,-42,4.021,5195.8,FALSE
38,blue-collar,single,high,yes,no,may,cell,81,3,999,1,-1.8,92.893,-46.2,1.313,5099.1,FALSE
35,technician,married,professional,no,no,jun,phone,159,1,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
42,housemaid,married,primary,yes,no,jun,phone,38,8,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
36,services,single,middle,yes,no,may,cell,293,3,999,1,-1.8,92.893,-46.2,1.313,5099.1,FALSE
38,technician,married,high,no,no,jun,phone,479,4,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
46,services,married,middle,no,no,may,cell,984,1,999,1,-1.8,92.893,-46.2,1.334,5099.1,TRUE
48,services,divorced,primary,yes,no,jun,phone,319,8,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
36,technician,married,professional,no,no,jul,cell,281,3,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
31,services,married,high,yes,no,may,cell,32,2,999,0,-1.8,92.893,-46.2,1.244,5099.1,FALSE
31,services,married,high,no,no,may,phone,276,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
59,retired,married,university,yes,no,aug,cell,83,3,999,0,1.4,93.444,-36.1,4.965,5228.1,FALSE
43,blue-collar,married,primary,no,no,jun,phone,192,1,999,0,1.4,94.465,-41.8,4.962,5228.1,FALSE
48,admin,married,university,no,no,apr,cell,324,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,FALSE
29,blue-collar,single,middle,yes,no,mar,cell,152,13,999,0,-1.8,92.843,-50,1.556,5099.1,FALSE
28,technician,married,professional,no,no,jul,phone,45,1,999,0,1.4,93.918,-42.7,4.968,5228.1,FALSE
53,blue-collar,married,primary,yes,no,jun,phone,21,18,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
45,services,married,high,yes,no,aug,cell,100,2,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
28,management,single,university,yes,no,may,cell,193,2,999,0,-1.8,92.893,-46.2,1.291,5099.1,FALSE
34,admin,married,university,no,no,may,phone,373,1,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
28,self-employed,single,high,no,no,jul,cell,63,6,999,0,1.4,93.918,-42.7,4.958,5228.1,FALSE
55,management,married,primary,yes,no,may,cell,127,1,999,0,-1.8,92.893,-46.2,1.25,5099.1,FALSE
32,admin,single,high,no,no,jun,phone,213,5,999,0,1.4,94.465,-41.8,4.962,5228.1,FALSE
40,technician,married,middle,no,no,may,phone,631,2,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
36,technician,married,high,no,no,jun,phone,128,1,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
57,retired,married,university,yes,yes,apr,phone,41,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,FALSE
41,blue-collar,married,middle,yes,no,may,cell,253,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,TRUE
55,technician,divorced,professional,yes,no,aug,cell,150,3,999,0,1.4,93.444,-36.1,4.965,5228.1,FALSE
25,technician,single,university,yes,no,aug,phone,6,1,999,0,-1.7,94.027,-38.3,0.904,4991.6,FALSE
32,blue-collar,married,middle,no,no,may,phone,146,1,999,0,1.1,93.994,-36.4,4.859,5191,FALSE
44,blue-collar,married,middle,yes,no,may,cell,58,1,999,1,-1.8,92.893,-46.2,1.299,5099.1,FALSE
27,admin,single,professional,yes,no,jul,cell,1061,4,999,0,1.4,93.918,-42.7,4.962,5228.1,TRUE
35,blue-collar,married,professional,yes,yes,may,phone,634,2,999,0,1.1,93.994,-36.4,4.858,5191,FALSE
45,blue-collar,married,primary,no,no,may,cell,193,1,999,0,-1.8,92.893,-46.2,1.334,5099.1,FALSE
31,blue-collar,single,primary,no,no,jun,phone,590,3,999,0,1.4,94.465,-41.8,4.866,5228.1,TRUE
36,blue-collar,married,middle,yes,no,jul,cell,53,2,999,0,1.4,93.918,-42.7,4.958,5228.1,FALSE
55,admin,divorced,high,yes,no,jul,cell,127,1,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
52,entrepreneur,married,middle,unknown,unknown,nov,phone,147,1,999,1,-0.1,93.2,-42,4.191,5195.8,FALSE
76,retired,married,university,yes,no,aug,cell,504,2,6,3,-1.7,94.027,-38.3,0.899,4991.6,TRUE
58,blue-collar,single,primary,no,no,may,cell,304,2,999,1,-1.8,92.893,-46.2,1.344,5099.1,FALSE
46,technician,single,professional,no,no,jul,cell,328,2,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
38,admin,married,university,yes,no,may,phone,802,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
45,admin,married,high,yes,no,nov,cell,527,1,999,0,-0.1,93.2,-42,4.191,5195.8,FALSE
33,admin,married,university,yes,no,apr,cell,355,1,999,0,-1.8,93.075,-47.1,1.415,5099.1,TRUE
35,admin,single,high,no,no,may,phone,162,1,999,0,1.1,93.994,-36.4,4.864,5191,FALSE
31,entrepreneur,single,university,yes,no,nov,cell,228,1,999,0,-0.1,93.2,-42,4.076,5195.8,FALSE
36,blue-collar,married,primary,yes,no,may,phone,11,1,999,0,1.1,93.994,-36.4,4.855,5191,FALSE
38,admin,single,university,yes,no,apr,cell,645,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,TRUE
31,blue-collar,single,primary,yes,yes,jul,cell,380,1,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
33,blue-collar,single,middle,yes,no,jul,phone,465,7,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
35,unemployed,married,high,no,yes,jul,phone,84,1,999,0,1.4,93.918,-42.7,4.958,5228.1,FALSE
54,technician,divorced,university,yes,no,may,cell,57,2,999,1,-1.8,92.893,-46.2,1.334,5099.1,FALSE
36,services,single,middle,no,no,jun,phone,70,10,999,0,1.4,94.465,-41.8,4.864,5228.1,FALSE
33,management,single,university,unknown,unknown,may,phone,131,1,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
29,admin,married,university,yes,yes,jul,cell,425,3,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
60,admin,married,high,no,yes,may,phone,87,2,999,0,-1.8,92.893,-46.2,1.264,5099.1,FALSE
43,blue-collar,divorced,middle,no,no,jul,cell,108,1,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
43,management,married,professional,no,no,may,phone,153,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
35,technician,single,professional,yes,yes,jul,cell,559,2,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
33,blue-collar,single,middle,no,yes,may,phone,418,5,999,0,-1.8,92.893,-46.2,1.281,5099.1,FALSE
49,blue-collar,married,primary,yes,no,jun,phone,290,1,999,0,1.4,94.465,-41.8,4.866,5228.1,FALSE
25,admin,single,high,no,yes,jul,cell,586,2,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
48,admin,married,primary,yes,no,apr,cell,224,3,999,2,-1.8,93.075,-47.1,1.405,5099.1,FALSE
38,technician,married,professional,yes,no,jul,cell,185,1,999,0,1.4,93.918,-42.7,4.96,5228.1,FALSE
31,technician,single,university,no,no,aug,cell,605,2,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
58,admin,married,high,yes,no,nov,cell,173,1,999,2,-1.1,94.767,-50.8,1.046,4963.6,FALSE
34,blue-collar,married,middle,yes,no,apr,phone,1353,2,5,1,-1.8,93.075,-47.1,1.466,5099.1,TRUE
34,admin,divorced,university,unknown,unknown,oct,cell,256,2,999,1,-1.1,94.601,-49.5,1.025,4963.6,FALSE
37,unemployed,single,university,yes,no,nov,cell,230,3,999,0,-0.1,93.2,-42,4.021,5195.8,FALSE
43,technician,married,professional,no,no,jul,cell,161,7,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
57,technician,divorced,professional,no,no,jul,cell,624,2,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
35,blue-collar,married,unknown,yes,yes,may,phone,52,1,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
42,blue-collar,married,middle,yes,no,jul,cell,62,2,999,0,1.4,93.918,-42.7,4.968,5228.1,FALSE
41,technician,married,professional,yes,no,may,phone,768,4,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
39,admin,single,high,no,no,may,phone,215,1,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
45,services,married,high,no,no,aug,cell,239,2,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
36,blue-collar,married,middle,yes,no,may,cell,210,1,999,1,-1.8,92.893,-46.2,1.281,5099.1,FALSE
35,blue-collar,single,professional,yes,no,may,phone,99,1,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
35,admin,married,university,yes,no,nov,cell,211,2,999,1,-0.1,93.2,-42,4.191,5195.8,FALSE
37,blue-collar,married,primary,no,no,may,phone,296,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
29,admin,divorced,professional,no,yes,nov,cell,1435,3,999,1,-0.1,93.2,-42,4.12,5195.8,FALSE
41,entrepreneur,married,primary,no,yes,may,cell,767,1,999,0,-1.8,92.893,-46.2,1.334,5099.1,TRUE
27,admin,single,high,yes,yes,jul,phone,198,5,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
56,management,married,university,yes,yes,may,phone,136,1,999,0,1.1,93.994,-36.4,4.858,5191,FALSE
33,blue-collar,single,middle,yes,no,nov,cell,175,1,999,0,-0.1,93.2,-42,4.076,5195.8,FALSE
48,services,divorced,high,yes,no,jul,cell,72,2,999,0,1.4,93.918,-42.7,4.96,5228.1,FALSE
36,blue-collar,married,high,no,no,jun,phone,285,4,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
32,technician,single,university,no,no,apr,cell,87,1,999,0,-1.8,93.075,-47.1,1.445,5099.1,FALSE
45,admin,single,high,unknown,unknown,may,cell,7,12,999,0,-1.8,92.893,-46.2,1.291,5099.1,FALSE
40,services,divorced,high,yes,no,may,cell,262,2,999,0,-1.8,92.893,-46.2,1.299,5099.1,FALSE
45,technician,married,professional,yes,no,aug,cell,183,1,999,0,1.4,93.444,-36.1,4.968,5228.1,FALSE
28,blue-collar,single,high,yes,no,jul,cell,221,2,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
57,admin,married,high,no,no,may,cell,644,1,999,1,-1.8,92.893,-46.2,1.334,5099.1,FALSE
24,technician,single,professional,no,no,jul,cell,73,4,999,0,1.4,93.918,-42.7,4.957,5228.1,FALSE
28,services,single,high,yes,no,jul,cell,51,1,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
39,blue-collar,married,primary,no,no,jul,phone,204,2,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
48,blue-collar,married,middle,no,no,may,cell,311,1,999,0,-1.8,92.893,-46.2,1.25,5099.1,FALSE
32,admin,married,university,yes,no,aug,phone,328,1,999,1,-2.9,92.201,-31.4,0.854,5076.2,FALSE
34,technician,married,professional,yes,no,may,phone,109,1,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
35,self-employed,married,professional,yes,no,jun,phone,29,1,999,0,1.4,94.465,-41.8,4.955,5228.1,FALSE
41,technician,divorced,professional,yes,no,aug,cell,122,4,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
31,blue-collar,married,primary,yes,no,jul,cell,148,1,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
36,self-employed,single,university,yes,no,jul,cell,335,3,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
34,technician,single,university,yes,no,jul,cell,251,3,999,0,-1.7,94.215,-40.3,0.793,4991.6,TRUE
39,admin,married,high,no,no,jun,phone,93,6,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
30,admin,divorced,high,no,no,nov,cell,131,2,999,0,-0.1,93.2,-42,4.12,5195.8,FALSE
48,self-employed,divorced,high,yes,no,nov,cell,82,1,999,0,-0.1,93.2,-42,4.191,5195.8,FALSE
33,admin,married,high,yes,no,may,cell,49,2,999,1,-1.8,92.893,-46.2,1.334,5099.1,FALSE
52,technician,divorced,professional,yes,no,aug,cell,205,1,999,0,1.4,93.444,-36.1,4.962,5228.1,FALSE
35,admin,married,university,no,no,oct,cell,371,1,999,1,-3.4,92.431,-26.9,0.74,5017.5,TRUE
53,technician,divorced,high,no,no,nov,cell,290,2,999,0,-0.1,93.2,-42,4.076,5195.8,FALSE
39,services,married,high,no,no,may,phone,132,2,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
33,blue-collar,single,primary,no,no,may,cell,100,2,999,0,-1.8,92.893,-46.2,1.266,5099.1,FALSE
32,technician,married,professional,yes,no,may,phone,322,2,999,0,1.1,93.994,-36.4,4.864,5191,FALSE
35,admin,single,university,no,no,jul,cell,107,5,999,0,1.4,93.918,-42.7,4.96,5228.1,FALSE
37,services,married,high,no,yes,may,phone,284,1,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
26,admin,married,university,yes,no,mar,cell,76,2,999,0,-1.8,92.843,-50,1.811,5099.1,FALSE
38,blue-collar,divorced,high,no,no,jul,cell,294,1,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
35,admin,married,high,yes,no,may,phone,123,2,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
59,housemaid,married,primary,no,yes,jul,cell,7,21,999,0,1.4,93.918,-42.7,4.968,5228.1,FALSE
57,blue-collar,married,unknown,yes,no,may,phone,473,2,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
38,services,married,high,no,no,may,phone,50,3,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
30,blue-collar,married,primary,yes,no,may,cell,91,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,FALSE
25,admin,married,university,yes,no,jun,phone,361,3,999,0,1.4,94.465,-41.8,4.864,5228.1,FALSE
36,management,married,university,no,no,may,cell,164,2,999,0,-1.8,92.893,-46.2,1.266,5099.1,FALSE
53,entrepreneur,single,middle,no,no,jul,cell,933,1,999,0,1.4,93.918,-42.7,4.96,5228.1,FALSE
32,admin,single,university,no,no,nov,cell,398,2,999,0,-0.1,93.2,-42,4.153,5195.8,FALSE
52,blue-collar,married,primary,yes,no,jul,cell,2015,1,999,0,1.4,93.918,-42.7,4.962,5228.1,TRUE
29,admin,single,university,yes,no,jul,cell,156,2,999,0,1.4,93.918,-42.7,4.957,5228.1,FALSE
36,blue-collar,single,primary,no,no,may,phone,464,2,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
24,blue-collar,single,middle,yes,yes,may,cell,17,7,999,0,-1.8,92.893,-46.2,1.266,5099.1,FALSE
48,blue-collar,married,primary,no,no,may,cell,79,2,999,1,-1.8,92.893,-46.2,1.334,5099.1,FALSE
32,admin,single,professional,yes,no,jul,cell,72,1,999,0,-2.9,92.469,-33.6,1.029,5076.2,FALSE
54,technician,single,university,no,no,may,phone,187,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
29,blue-collar,married,middle,yes,yes,may,cell,34,1,999,1,-1.8,92.893,-46.2,1.299,5099.1,FALSE
49,blue-collar,single,primary,yes,no,may,phone,148,4,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
44,blue-collar,married,middle,no,no,aug,cell,135,3,999,0,1.4,93.444,-36.1,4.97,5228.1,FALSE
31,admin,single,university,no,no,apr,cell,353,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,FALSE
31,blue-collar,single,middle,no,no,aug,cell,38,1,999,0,1.4,93.444,-36.1,4.967,5228.1,FALSE
28,technician,single,university,no,no,may,cell,68,2,999,0,-1.8,92.893,-46.2,1.27,5099.1,FALSE
27,blue-collar,married,primary,yes,no,may,cell,259,1,999,0,-1.8,92.893,-46.2,1.291,5099.1,FALSE
41,technician,divorced,university,no,no,aug,cell,519,1,999,0,1.4,93.444,-36.1,4.966,5228.1,TRUE
41,blue-collar,married,middle,no,no,may,phone,120,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
31,admin,married,university,yes,no,nov,phone,174,3,999,0,-0.1,93.2,-42,4.153,5195.8,FALSE
45,blue-collar,married,primary,yes,no,may,phone,68,1,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
45,services,married,high,yes,no,aug,cell,149,1,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
32,technician,married,university,no,yes,aug,cell,131,1,999,0,1.4,93.444,-36.1,4.968,5228.1,FALSE
41,self-employed,married,primary,yes,no,aug,phone,85,15,999,0,1.4,93.444,-36.1,4.962,5228.1,FALSE
60,retired,married,professional,no,no,aug,cell,199,2,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
34,technician,married,university,no,yes,jul,cell,114,2,999,0,1.4,93.918,-42.7,4.968,5228.1,FALSE
55,management,married,primary,no,no,apr,cell,98,1,999,0,-1.8,93.075,-47.1,1.41,5099.1,FALSE
27,unemployed,married,high,yes,yes,may,phone,470,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
25,technician,single,university,no,no,jun,phone,92,6,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
37,admin,married,professional,no,no,aug,cell,392,1,999,0,1.4,93.444,-36.1,4.963,5228.1,FALSE
31,technician,single,professional,yes,no,oct,phone,54,1,999,1,-1.1,94.601,-49.5,0.982,4963.6,FALSE
59,retired,divorced,high,yes,no,apr,cell,247,2,999,1,-1.8,93.749,-34.6,0.644,5008.7,FALSE
50,management,married,middle,no,no,mar,cell,115,1,999,0,-1.8,92.843,-50,1.548,5099.1,TRUE
29,blue-collar,married,primary,yes,no,aug,cell,98,1,999,1,-2.9,92.201,-31.4,0.869,5076.2,FALSE
33,management,single,university,yes,no,jun,cell,442,2,999,3,-1.7,94.055,-39.8,0.739,4991.6,FALSE
30,management,married,university,yes,no,may,cell,249,1,999,1,-1.8,92.893,-46.2,1.299,5099.1,FALSE
34,admin,married,university,yes,yes,jul,cell,151,7,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
37,blue-collar,married,middle,yes,no,may,cell,271,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,FALSE
34,admin,married,university,no,no,may,cell,247,1,999,1,-1.8,92.893,-46.2,1.313,5099.1,FALSE
38,blue-collar,single,high,yes,no,mar,phone,557,1,999,0,-1.8,93.369,-34.8,0.655,5008.7,TRUE
50,admin,divorced,university,no,no,may,phone,122,6,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
33,unemployed,married,university,no,no,aug,cell,115,1,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
25,technician,single,university,yes,no,jul,cell,259,3,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
35,technician,married,university,yes,no,aug,cell,318,3,999,0,1.4,93.444,-36.1,4.965,5228.1,FALSE
34,blue-collar,married,middle,yes,no,jul,cell,477,1,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
39,admin,married,university,no,no,jun,phone,979,9,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
37,blue-collar,single,primary,yes,no,apr,cell,326,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,FALSE
32,blue-collar,single,high,no,no,jul,phone,165,2,999,0,1.4,93.918,-42.7,4.959,5228.1,FALSE
51,technician,married,professional,yes,no,nov,cell,229,2,999,0,-0.1,93.2,-42,4.021,5195.8,FALSE
47,admin,single,high,no,no,nov,phone,178,5,999,0,-0.1,93.2,-42,4.021,5195.8,FALSE
34,admin,married,high,no,no,jul,cell,391,1,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
36,technician,single,unknown,yes,no,jul,cell,1046,2,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
35,admin,married,high,yes,no,may,phone,259,9,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
34,blue-collar,married,primary,yes,no,nov,cell,87,1,999,0,-0.1,93.2,-42,4.153,5195.8,FALSE
52,admin,divorced,university,no,yes,jul,cell,216,8,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
32,blue-collar,single,middle,yes,no,jul,cell,56,4,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
54,housemaid,married,unknown,yes,no,apr,cell,117,1,999,0,-1.8,93.075,-47.1,1.479,5099.1,TRUE
63,retired,married,high,no,no,apr,cell,198,1,999,1,-1.8,93.075,-47.1,1.365,5099.1,FALSE
50,self-employed,married,unknown,unknown,unknown,jul,cell,506,2,999,0,-2.9,92.469,-33.6,0.914,5076.2,FALSE
56,retired,married,university,no,no,nov,cell,232,1,3,1,-3.4,92.649,-30.1,0.716,5017.5,TRUE
47,services,married,high,no,no,nov,cell,110,2,999,0,-0.1,93.2,-42,4.153,5195.8,FALSE
41,management,married,university,yes,no,may,phone,182,1,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
26,student,single,university,no,yes,apr,cell,551,2,999,0,-1.8,93.075,-47.1,1.41,5099.1,TRUE
38,admin,single,university,yes,no,jun,cell,318,3,999,0,-2.9,92.963,-40.8,1.26,5076.2,FALSE
37,blue-collar,divorced,middle,no,no,jun,phone,339,2,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
52,blue-collar,married,middle,yes,no,aug,cell,551,1,999,0,1.4,93.444,-36.1,4.97,5228.1,FALSE
34,technician,single,unknown,no,no,nov,phone,101,1,999,0,-0.1,93.2,-42,4.191,5195.8,FALSE
40,management,divorced,university,no,no,may,cell,342,2,999,0,-1.8,92.893,-46.2,1.25,5099.1,FALSE
37,admin,married,high,unknown,unknown,may,phone,97,1,999,0,1.1,93.994,-36.4,4.855,5191,FALSE
66,retired,married,unknown,no,no,sep,cell,332,5,999,0,-1.1,94.199,-37.5,0.881,4963.6,FALSE
41,admin,married,university,yes,yes,apr,cell,240,3,999,0,-1.8,93.075,-47.1,1.435,5099.1,FALSE
32,admin,married,high,no,no,mar,cell,115,2,999,0,-1.8,92.843,-50,1.757,5099.1,FALSE
60,blue-collar,married,primary,yes,no,apr,cell,18,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,FALSE
47,management,married,university,no,no,may,cell,242,1,999,1,-1.8,92.893,-46.2,1.344,5099.1,FALSE
46,technician,divorced,professional,yes,no,jul,cell,90,3,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
67,admin,married,primary,no,no,jun,cell,466,1,999,0,-2.9,92.963,-40.8,1.262,5076.2,TRUE
56,management,married,university,yes,no,jul,cell,90,1,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
26,blue-collar,single,high,yes,no,may,phone,326,1,999,0,1.1,93.994,-36.4,4.859,5191,FALSE
42,admin,divorced,high,no,no,apr,cell,220,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,FALSE
43,housemaid,married,primary,no,yes,may,phone,228,1,999,0,1.1,93.994,-36.4,4.858,5191,FALSE
48,retired,married,middle,yes,no,may,phone,120,1,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
29,blue-collar,married,primary,no,no,may,cell,102,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,FALSE
33,blue-collar,married,high,yes,no,apr,cell,114,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,FALSE
48,management,married,middle,yes,no,may,cell,393,1,999,0,-1.8,92.893,-46.2,1.291,5099.1,FALSE
53,self-employed,divorced,middle,no,no,jun,phone,60,1,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
37,unemployed,married,high,yes,no,jun,phone,29,1,999,0,-1.7,94.055,-39.8,0.713,4991.6,FALSE
29,blue-collar,married,middle,yes,no,may,cell,297,2,999,0,-1.8,92.893,-46.2,1.266,5099.1,FALSE
